name,height,weight,reach,stance,age,dob,wins,losses,draws,height,weight,reach,str_landed_per_min,str_acc,str_absorb_per_min,str_def,td_avg,td_acc,td_def,sub_avg,win_percentage
Francesco Maturi,0.0,0.0,0.0,0,6.44,1989-03-30,0,1,0,1.85,219.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francimar Barroso,1.85,205.0,1.9,Orthodox,37.9,1980-02-28,19,7,0,1.85,205.0,1.9,3.62,0.58,5.1,0.53,3.01,0.33,0.32,0.0,0.73
Francis Carmont,1.91,205.0,1.98,Orthodox,32.87,1981-10-11,23,10,0,1.91,205.0,1.98,3.14,0.44,3.61,0.52,1.84,0.36,0.57,0.23,0.7
Francis Ngannou,1.93,250.0,2.11,Orthodox,32.81,1986-09-05,14,3,0,1.93,250.0,2.11,1.7,0.33,5.52,0.72,0.0,0.0,0.43,0.35,0.82
Francisco Rivera,1.73,135.0,1.73,Orthodox,34.81,1981-10-08,11,7,0,1.73,135.0,1.73,4.2,0.38,4.71,0.41,0.77,0.67,0.4,0.0,0.61
Francisco Trevino,1.75,155.0,1.78,Orthodox,33.79,1981-12-17,12,2,0,1.75,155.0,1.78,3.65,0.5,3.39,0.42,0.97,0.22,0.59,0.0,0.86
Francisco Trinaldo,1.75,155.0,1.78,Southpaw,41.56,1978-08-24,25,7,0,1.75,155.0,1.78,2.52,0.37,3.35,0.43,0.87,0.57,0.4,0.43,0.78
Frank Camacho,1.78,170.0,1.85,Orthodox,30.44,1989-05-18,22,8,0,1.78,170.0,1.85,10.36,0.55,9.72,0.57,1.24,0.4,0.45,0.0,0.73
Frank Caracci,0.0,0.0,0.0,0,12.65,1986-05-16,2,3,0,1.78,155.0,1.8,0.0,0.0,5.09,0.67,0.0,0.0,1.0,2.18,0.4
Frank Hamaker,0.0,0.0,0.0,0,7.29,1986-11-27,1,0,0,1.85,219.0,1.85,2.87,0.93,0.0,0.0,3.08,1.0,0.0,9.24,1.0
Frank Mir,1.91,264.0,2.01,Southpaw,36.82,1979-05-24,18,11,0,1.91,264.0,2.01,2.42,0.5,2.39,0.51,0.84,0.18,0.25,0.42,0.62
Frank Shamrock,1.78,185.0,1.78,Orthodox,26.79,1972-12-08,22,11,2,1.78,185.0,1.78,10.79,0.87,3.63,0.61,0.44,1.0,0.71,3.92,0.63
Frank Trigg,1.75,170.0,1.8,Southpaw,37.75,1972-05-07,21,9,0,1.75,170.0,1.8,5.1,0.62,4.53,0.58,0.78,0.5,0.18,0.78,0.7
Frankie Edgar,1.68,145.0,1.73,Orthodox,38.18,1981-10-16,22,8,1,1.68,145.0,1.73,4.96,0.46,4.41,0.41,0.52,0.07,0.0,0.0,0.71
Frankie Perez,1.8,155.0,1.85,Orthodox,28.2,1989-05-11,10,4,0,1.8,155.0,1.85,2.78,0.53,4.02,0.54,1.75,0.42,0.57,0.35,0.71
Frankie Saenz,1.68,135.0,1.68,Orthodox,38.61,1980-08-12,13,6,0,1.68,135.0,1.68,4.49,0.51,4.85,0.5,1.29,0.24,0.39,0.0,0.68
Fred Ettish,1.83,180.0,1.83,Southpaw,8.32,1985-11-14,1,1,0,1.83,180.0,1.83,2.24,0.64,6.73,0.55,0.0,0.0,0.0,0.0,0.5
Fredy Serrano,1.6,125.0,1.65,Orthodox,37.24,1979-09-22,3,2,0,1.6,125.0,1.65,2.74,0.37,2.55,0.42,2.84,0.25,0.19,0.0,0.6
Gabe Ruediger,1.78,155.0,1.78,Orthodox,33.44,1977-08-29,17,7,0,1.78,155.0,1.78,5.9,0.6,6.17,0.62,2.04,0.11,0.71,0.0,0.71
Gabriel Benitez,1.73,145.0,1.8,Southpaw,31.17,1988-06-15,21,8,0,1.73,145.0,1.8,5.58,0.41,3.86,0.32,0.36,1.0,0.1,0.36,0.72
Gabriel Gonzaga,1.88,242.0,1.93,Orthodox,36.9,1979-05-18,17,11,0,1.88,242.0,1.93,2.69,0.5,3.53,0.44,1.63,0.21,0.25,0.41,0.61
Gabriel Silva,1.68,135.0,1.8,Orthodox,25.51,1994-08-26,8,2,0,1.68,135.0,1.8,3.37,0.54,4.5,0.59,1.5,0.25,0.62,0.5,0.8
Gadzhimurad Antigulov,1.8,205.0,1.78,Orthodox,32.19,1987-02-09,20,6,0,1.8,205.0,1.78,3.36,0.57,6.96,0.81,8.7,0.42,0.0,3.48,0.77
Galore Bofando,1.8,170.0,1.83,Switch,35.57,1982-05-22,5,3,0,1.8,170.0,1.83,3.63,0.45,3.63,0.45,2.37,1.0,1.0,0.0,0.62
Gan McGee,2.08,265.0,2.08,Orthodox,26.85,1976-11-20,13,5,0,2.08,265.0,2.08,2.87,0.42,3.8,0.56,1.41,0.25,1.0,0.0,0.72
Garett Whiteley,1.83,155.0,1.83,Orthodox,34.0,1980-12-13,8,3,0,1.83,155.0,1.83,5.4,0.56,6.19,0.57,0.0,0.0,0.57,0.88,0.73
Garreth McLellan,1.85,185.0,1.83,Southpaw,34.53,1982-09-01,13,6,0,1.85,185.0,1.83,6.15,0.65,6.65,0.66,1.15,0.22,0.24,0.86,0.68
Gary Goodridge,1.91,249.0,1.91,Orthodox,33.13,1966-01-17,23,22,1,1.91,249.0,1.91,2.15,0.69,5.72,0.74,0.46,1.0,0.86,0.0,0.5
Gasan Umalatov,1.8,170.0,1.8,Orthodox,33.16,1982-09-11,15,5,1,1.8,170.0,1.8,2.91,0.44,4.36,0.42,0.6,0.17,0.11,0.0,0.71
Gavin Tucker,1.68,145.0,1.68,Southpaw,33.11,1986-06-17,11,1,0,1.68,145.0,1.68,3.51,0.43,5.45,0.48,2.08,0.33,0.67,1.04,0.92
Geane Herrera,1.65,125.0,1.68,Orthodox,26.5,1990-05-27,9,3,0,1.65,125.0,1.68,1.91,0.45,3.27,0.54,0.67,0.29,0.5,0.67,0.75
Gegard Mousasi,1.88,185.0,1.93,Orthodox,31.69,1985-08-01,42,6,2,1.88,185.0,1.93,6.83,0.54,2.49,0.42,1.5,0.44,0.0,0.0,0.84
Genki Sudo,1.75,155.0,1.75,Orthodox,26.07,1978-03-08,15,4,2,1.75,155.0,1.75,3.14,0.54,4.77,0.67,3.58,0.6,0.5,4.17,0.71
Geoff Neal,1.8,170.0,1.9,Southpaw,29.3,1990-08-28,13,2,0,1.8,170.0,1.9,6.48,0.51,5.85,0.47,0.9,0.5,0.0,0.45,0.87
George Roop,1.85,135.0,1.83,Orthodox,33.88,1981-11-10,15,13,1,1.85,135.0,1.83,6.51,0.57,5.11,0.53,1.11,0.57,0.33,0.28,0.52
George Sotiropoulos,1.78,155.0,1.8,Orthodox,36.28,1977-07-09,14,6,0,1.78,155.0,1.8,3.02,0.24,3.52,0.3,1.52,0.14,0.0,0.61,0.7
George Sullivan,1.83,170.0,1.85,Orthodox,37.45,1981-03-13,17,7,0,1.83,170.0,1.85,6.17,0.52,3.73,0.49,0.84,0.15,0.47,0.0,0.71
Georges St-Pierre,1.8,185.0,1.93,Orthodox,36.46,1981-05-19,26,2,0,1.8,185.0,1.93,5.83,0.58,4.71,0.44,3.15,0.65,0.5,0.26,0.93
Gerald Harris,1.8,185.0,1.96,Southpaw,31.0,1979-11-19,19,4,0,1.8,185.0,1.96,1.53,0.3,2.77,0.46,2.62,0.57,0.7,0.0,0.83
Gerald Meerschaert,1.85,185.0,1.96,Southpaw,32.22,1987-12-18,30,12,0,1.85,185.0,1.96,4.0,0.47,5.37,0.52,2.05,0.44,0.57,1.54,0.71
Gerald Strebendt,1.75,155.0,1.75,Orthodox,24.57,1979-03-01,9,7,0,1.75,155.0,1.75,0.0,0.0,6.91,0.73,0.0,0.0,1.0,16.36,0.56
Geraldo de Freitas,1.7,135.0,1.83,Orthodox,27.86,1991-09-30,12,5,0,1.7,135.0,1.83,4.17,0.54,4.17,0.54,4.0,0.5,0.5,0.0,0.71
Gerard Gordeau,1.96,216.0,1.96,Orthodox,34.62,1959-03-30,2,2,0,1.96,216.0,1.96,4.46,0.64,0.96,0.38,0.0,0.0,0.25,0.0,0.5
Germaine de Randamie,1.75,135.0,1.8,Orthodox,35.64,1984-04-24,9,4,0,1.75,135.0,1.8,5.62,0.65,4.74,0.56,0.0,0.0,0.0,0.22,0.69
Gerry Harris,2.03,270.0,2.03,Orthodox,10.6,1985-01-31,1,4,0,2.03,270.0,2.03,0.0,0.0,32.41,0.92,0.0,0.0,1.0,0.0,0.2
Geza Kalman,1.85,200.0,1.85,0,11.12,1985-05-30,4,9,0,1.85,200.0,1.85,7.11,0.75,7.11,0.75,0.0,0.0,0.0,2.22,0.31
Gian Villante,1.91,205.0,1.93,Orthodox,33.52,1985-08-18,17,11,0,1.91,205.0,1.93,4.86,0.38,5.2,0.42,0.0,0.0,0.08,0.0,0.61
Gideon Ray,1.78,185.0,1.78,Southpaw,32.2,1973-05-27,17,14,1,1.78,185.0,1.78,2.42,0.48,3.54,0.56,2.79,1.0,1.0,0.0,0.53
Giga Chikadze,1.83,145.0,1.88,Orthodox,31.53,1988-08-25,9,2,0,1.83,145.0,1.88,3.7,0.43,4.27,0.49,0.5,0.5,0.38,0.0,0.82
Gil Castillo,1.75,170.0,1.75,Southpaw,37.09,1965-10-21,8,5,0,1.75,170.0,1.75,5.13,0.83,5.91,0.83,3.33,0.45,0.48,0.0,0.62
Gilbert Aldana,1.85,250.0,1.85,Orthodox,28.87,1977-08-25,6,2,0,1.85,250.0,1.85,4.97,0.66,7.46,0.78,2.57,0.4,0.6,0.0,0.75
Gilbert Burns,1.78,170.0,1.8,Orthodox,33.65,1986-07-20,18,3,0,1.78,170.0,1.8,5.7,0.61,2.85,0.51,2.64,0.43,0.33,0.53,0.86
Gilbert Melendez,1.75,145.0,1.85,Orthodox,37.23,1982-04-12,22,8,0,1.75,145.0,1.85,3.75,0.36,4.81,0.4,0.22,0.06,0.06,0.0,0.73
Gilbert Yvel,1.88,225.0,1.96,Orthodox,34.31,1976-06-30,36,16,1,1.88,225.0,1.96,3.81,0.59,5.6,0.61,0.0,0.0,0.5,1.59,0.68
Gillian Robertson,1.65,125.0,1.6,0,24.42,1995-05-17,7,4,0,1.65,125.0,1.6,3.63,0.61,3.97,0.53,3.21,0.44,1.0,0.92,0.64
Gina Mazany,1.68,135.0,1.73,Southpaw,30.53,1988-08-19,5,3,0,1.68,135.0,1.73,10.23,0.72,4.66,0.59,3.18,0.78,0.8,0.0,0.62
Glaico Franca,1.83,155.0,1.96,0,25.57,1991-02-28,14,5,0,1.83,155.0,1.96,4.13,0.55,6.61,0.66,2.68,0.42,0.32,0.34,0.74
Gleison Tibau,1.78,155.0,1.8,Southpaw,34.65,1983-10-07,40,14,0,1.78,155.0,1.8,2.04,0.21,2.72,0.25,2.72,0.4,0.43,1.36,0.74
Glover Teixeira,1.88,205.0,1.93,Orthodox,39.88,1979-10-28,30,7,0,1.88,205.0,1.93,4.03,0.63,5.08,0.58,1.01,0.14,0.25,2.01,0.81
Godofredo Pepey,1.7,145.0,1.85,Orthodox,30.57,1987-07-02,14,6,0,1.7,145.0,1.85,4.13,0.45,6.87,0.6,0.4,0.06,1.0,1.6,0.7
Gokhan Saki,1.83,205.0,1.85,Orthodox,34.72,1983-10-19,1,2,0,1.83,205.0,1.85,7.09,0.58,4.72,0.48,0.0,0.0,0.0,0.0,0.33
Goran Reljic,1.91,205.0,2.06,Southpaw,26.65,1984-03-20,9,3,0,1.91,205.0,2.06,3.38,0.51,5.03,0.58,1.69,0.5,0.67,1.13,0.75
Grant Dawson,1.78,145.0,1.83,Switch,26.02,1994-02-20,15,1,0,1.78,145.0,1.83,5.57,0.58,4.68,0.66,5.67,0.46,0.67,2.06,0.94
Gray Maynard,1.75,155.0,1.78,Orthodox,39.41,1979-05-09,14,8,1,1.75,155.0,1.78,2.36,0.32,4.27,0.44,1.36,0.17,0.16,0.27,0.61
Greg Hardy,1.96,265.0,2.03,Orthodox,31.28,1988-07-28,5,2,0,1.96,265.0,2.03,4.77,0.5,3.95,0.45,0.0,0.0,0.0,0.0,0.71
Greg Soto,1.8,170.0,1.85,Orthodox,24.58,1986-06-03,8,2,0,1.8,170.0,1.85,7.31,0.72,4.69,0.6,1.49,0.27,0.57,0.99,0.8
Greg Stott,1.7,220.0,1.7,Southpaw,16.62,1981-03-05,0,1,0,1.7,220.0,1.7,0.0,0.0,3.57,0.5,0.0,0.0,0.0,0.0,0.0
Gregor Gillespie,1.7,155.0,1.8,Orthodox,32.97,1986-11-13,13,1,0,1.7,155.0,1.8,5.56,0.58,2.69,0.48,7.99,0.62,0.0,1.33,0.93
Grigorii Popov,1.7,135.0,1.73,Switch,35.56,1984-04-18,13,3,0,1.7,135.0,1.73,4.52,0.43,4.52,0.43,0.0,0.0,0.0,0.0,0.81
Guido Cannetti,1.68,135.0,1.73,Southpaw,40.22,1979-12-19,8,6,0,1.68,135.0,1.73,3.62,0.61,3.62,0.64,2.7,0.5,0.23,0.34,0.57
Guilherme Vasconcelos,1.83,185.0,1.88,Orthodox,28.29,1986-03-23,3,2,0,1.83,185.0,1.88,3.27,0.3,4.4,0.29,0.0,0.0,1.0,0.0,0.6
Gunnar Nelson,1.8,170.0,1.83,Switch,31.17,1988-07-28,17,5,1,1.8,170.0,1.83,2.05,0.69,2.52,0.67,1.94,0.46,0.42,0.65,0.74
Guto Inocente,1.91,205.0,1.96,Orthodox,28.44,1986-05-29,6,4,0,1.91,205.0,1.96,0.27,0.33,0.27,0.33,0.0,0.0,0.0,0.0,0.6
Guy Mezger,1.85,200.0,1.85,Orthodox,31.17,1968-01-01,30,14,2,1.85,200.0,1.85,4.88,0.74,8.64,0.78,0.62,0.5,0.5,2.48,0.65
Hacran Dias,1.73,155.0,1.75,Orthodox,33.37,1984-06-16,23,6,1,1.73,155.0,1.75,3.2,0.5,5.31,0.57,2.4,0.36,0.37,0.6,0.77
Hakeem Dawodu,1.73,145.0,1.85,Orthodox,28.34,1991-07-02,11,1,1,1.73,145.0,1.85,5.99,0.49,3.93,0.44,0.0,0.0,0.18,0.0,0.85
Hannah Cifers,1.55,115.0,1.57,Orthodox,27.58,1992-06-26,10,4,0,1.55,115.0,1.57,6.74,0.53,6.93,0.52,0.32,1.0,0.31,0.32,0.71
Hannah Goldy,1.63,125.0,1.55,Orthodox,27.21,1992-05-18,5,1,0,1.63,125.0,1.55,3.87,0.34,5.13,0.48,0.0,0.0,0.0,0.0,0.83
Hans Stringer,1.91,205.0,1.85,Orthodox,28.03,1987-07-06,22,7,3,1.91,205.0,1.85,7.11,0.76,7.31,0.77,2.4,0.36,0.36,0.0,0.69
Harold Howard,1.88,240.0,1.88,Orthodox,10.74,1984-12-13,1,3,0,1.88,240.0,1.88,5.13,0.67,5.9,0.57,3.85,0.33,0.67,3.85,0.25
Harry Moskowitz,1.96,275.0,1.96,Orthodox,13.15,1985-03-21,6,12,0,1.96,275.0,1.96,1.3,0.72,1.3,0.72,0.75,1.0,1.0,3.0,0.33
Hatsu Hioki,1.8,145.0,1.78,Orthodox,31.81,1983-07-18,27,9,2,1.8,145.0,1.78,4.2,0.52,4.28,0.53,2.35,0.62,0.55,0.71,0.71
Hayato Sakurai,1.7,168.0,1.7,Orthodox,26.58,1975-08-24,36,12,2,1.7,168.0,1.7,0.78,0.64,6.22,0.82,0.0,0.0,0.82,0.0,0.72
Hayder Hassan,1.78,170.0,1.78,0,33.16,1982-10-20,6,3,0,1.78,170.0,1.78,6.76,0.54,5.41,0.46,0.0,0.0,0.0,0.0,0.67
He-Man Gipson,0.0,0.0,0.0,0,8.57,1986-12-18,1,2,0,1.85,219.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33
Heath Herring,1.93,250.0,1.98,Orthodox,30.44,1978-03-02,28,14,0,1.93,250.0,1.98,5.11,0.6,5.72,0.67,1.0,0.83,0.78,0.2,0.67
Heather Jo Clark,1.68,115.0,1.63,0,36.13,1980-09-19,7,6,0,1.68,115.0,1.63,6.93,0.6,7.93,0.55,0.0,0.0,0.0,0.0,0.54
Hector Aldana,1.8,170.0,1.83,Orthodox,31.15,1988-08-17,4,4,0,1.8,170.0,1.83,3.75,0.39,5.2,0.41,0.93,1.0,1.0,0.0,0.5
Hector Lombard,1.75,185.0,1.8,Southpaw,40.64,1978-02-02,34,10,1,1.75,185.0,1.8,4.39,0.54,4.83,0.51,1.39,0.38,0.71,0.56,0.76
Hector Ramirez,1.83,205.0,1.83,Orthodox,31.22,1976-03-28,9,4,1,1.83,205.0,1.83,3.81,0.55,1.68,0.35,3.32,0.62,0.67,0.66,0.64
Hector Sandoval,1.57,125.0,1.63,Orthodox,31.05,1986-07-19,14,4,0,1.57,125.0,1.63,4.8,0.61,3.82,0.54,3.49,0.25,0.33,1.4,0.78
Hector Urbina,1.8,170.0,1.85,Orthodox,29.02,1987-09-17,25,10,1,1.8,170.0,1.85,1.43,0.48,1.73,0.54,0.0,0.0,0.0,3.82,0.69
Heili Alateng,1.65,135.0,1.68,Orthodox,28.02,1991-12-14,14,7,1,1.65,135.0,1.68,4.5,0.46,4.9,0.53,3.5,0.35,0.38,0.0,0.64
Henrique da Silva,1.91,205.0,1.93,Orthodox,28.06,1989-09-01,14,5,0,1.91,205.0,1.93,3.48,0.58,8.01,0.62,0.41,0.25,0.62,0.41,0.74
Henry Briones,1.73,135.0,1.75,0,37.57,1980-10-22,19,8,1,1.73,135.0,1.75,4.41,0.48,4.5,0.48,0.0,0.0,0.33,0.58,0.68
Henry Cejudo,1.63,135.0,1.63,Orthodox,32.33,1987-02-09,15,2,0,1.63,135.0,1.63,5.28,0.54,3.01,0.42,2.22,0.41,0.2,0.25,0.88
Henry Martinez,1.7,155.0,1.73,Southpaw,29.34,1983-08-07,9,3,0,1.7,155.0,1.73,3.08,0.26,4.19,0.34,0.0,0.0,0.4,0.0,0.75
Herbert Burns,1.75,145.0,1.85,Orthodox,31.98,1988-02-02,10,2,0,1.75,145.0,1.85,2.57,0.41,2.21,0.55,5.51,1.0,0.0,5.51,0.83
Hermes Franca,1.68,155.0,1.8,Orthodox,35.07,1974-08-26,22,12,0,1.68,155.0,1.8,3.53,0.52,6.31,0.65,0.41,0.4,0.61,1.24,0.65
Hernani Perpetuo,1.83,170.0,1.88,Orthodox,29.17,1985-05-24,17,5,0,1.83,170.0,1.88,2.97,0.31,4.9,0.47,0.0,0.0,0.62,0.5,0.77
Holly Holm,1.73,135.0,1.75,Southpaw,38.25,1981-10-17,13,5,0,1.73,135.0,1.75,4.42,0.51,2.7,0.4,0.85,0.36,0.5,0.21,0.72
Homer Moore,1.78,205.0,1.78,Orthodox,29.93,1971-11-27,25,9,2,1.78,205.0,1.78,2.03,0.75,2.03,0.75,5.07,0.67,0.67,0.0,0.69
Horacio Gutierrez,1.78,145.0,1.75,0,25.89,1990-09-15,3,3,0,1.78,145.0,1.75,1.2,0.33,1.65,0.41,0.0,0.0,0.0,0.0,0.5
Houston Alexander,1.83,205.0,1.83,Orthodox,37.71,1972-03-22,13,8,1,1.83,205.0,1.83,4.21,0.59,4.58,0.58,0.61,1.0,1.0,0.0,0.59
Houston Dorr,1.85,210.0,1.85,Orthodox,8.28,1989-07-06,1,2,0,1.85,210.0,1.85,2.96,0.73,2.96,0.73,0.0,0.0,0.0,0.0,0.33
Hu Yaozong,1.91,205.0,1.83,Orthodox,23.63,1995-04-07,3,2,0,1.91,205.0,1.83,4.83,0.53,5.28,0.63,0.0,0.0,0.0,0.67,0.6
Hugo Duarte,1.83,240.0,1.83,Orthodox,29.76,1968-08-09,6,3,0,1.83,240.0,1.83,1.39,1.0,1.39,1.0,20.83,0.33,0.33,0.0,0.67
Hugo Viana,1.68,135.0,1.7,Orthodox,32.85,1982-09-26,8,4,0,1.68,135.0,1.7,3.7,0.43,2.93,0.4,0.24,0.07,0.12,0.0,0.67
Humberto Bandenay,1.8,145.0,1.8,Southpaw,24.93,1994-09-04,14,7,0,1.8,145.0,1.8,3.12,0.5,2.99,0.49,2.9,0.46,0.46,0.48,0.67
Humberto Brown,1.78,145.0,1.8,0,30.03,1984-11-03,4,5,0,1.78,145.0,1.8,3.33,0.64,3.33,0.64,1.43,0.25,0.25,0.0,0.44
Hunter Azure,1.73,135.0,1.75,Orthodox,27.54,1992-03-02,8,0,0,1.73,135.0,1.75,3.67,0.41,3.67,0.41,0.0,0.0,0.0,0.0,1.0
Hyun Gyu Lim,1.91,170.0,1.96,Orthodox,32.68,1985-01-16,13,7,1,1.91,170.0,1.96,4.03,0.42,6.33,0.58,0.0,0.0,0.33,0.29,0.62
Ian Entwistle,1.65,135.0,1.63,Orthodox,29.39,1986-11-19,9,3,0,1.65,135.0,1.63,0.11,0.08,0.11,0.08,0.0,0.0,0.0,12.06,0.75
Ian Freeman,1.8,225.0,1.8,Orthodox,36.57,1966-11-10,19,7,1,1.8,225.0,1.8,4.43,0.67,4.97,0.77,0.7,0.4,0.13,0.35,0.7
Ian Heinisch,1.8,185.0,1.83,Orthodox,31.36,1988-08-05,13,3,0,1.8,185.0,1.83,5.07,0.59,5.05,0.52,1.25,0.19,0.2,0.5,0.81
Ian Loveland,1.73,145.0,1.73,Orthodox,27.97,1983-09-07,14,9,0,1.73,145.0,1.73,3.17,0.44,3.6,0.43,1.5,0.38,0.3,0.5,0.61
Ian McCall,1.65,125.0,1.63,Orthodox,30.74,1984-05-07,13,5,1,1.65,125.0,1.63,5.83,0.52,4.83,0.43,1.4,0.21,0.19,0.0,0.68
Icho Larenas,1.91,235.0,1.91,Orthodox,25.98,1980-03-12,5,4,0,1.91,235.0,1.91,1.25,0.52,6.84,0.82,0.0,0.0,0.86,0.0,0.56
Igor Araujo,1.85,170.0,1.96,Orthodox,34.6,1980-12-06,25,8,0,1.85,170.0,1.96,6.13,0.67,5.06,0.57,0.86,0.16,0.5,0.57,0.76
Igor Pokrajac,1.83,205.0,1.93,Orthodox,37.27,1979-01-02,28,13,0,1.83,205.0,1.93,4.69,0.61,10.92,0.73,0.0,0.0,0.8,0.0,0.68
Igor Zinoviev,1.85,199.0,1.85,Orthodox,15.03,1983-03-03,4,1,2,1.85,199.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57
Ikuhisa Minowa,1.75,181.0,1.75,Orthodox,24.26,1976-01-12,51,32,8,1.75,181.0,1.75,2.27,0.57,1.76,0.72,3.78,0.38,0.0,0.0,0.56
Ildemar Alcantara,1.88,185.0,1.98,Orthodox,32.66,1982-11-18,21,8,0,1.88,185.0,1.98,2.45,0.47,4.51,0.61,1.6,0.62,0.38,0.6,0.72
Iliarde Santos,1.65,125.0,1.68,Orthodox,33.04,1980-09-25,27,9,1,1.65,125.0,1.68,3.55,0.33,4.25,0.36,1.66,0.23,0.27,0.0,0.73
Ilir Latifi,1.78,205.0,1.85,Orthodox,36.53,1983-07-28,15,8,0,1.78,205.0,1.85,3.46,0.57,4.1,0.58,2.06,0.38,0.27,0.26,0.65
Ion Cutelaba,1.85,205.0,1.9,Southpaw,26.21,1993-12-14,15,5,0,1.85,205.0,1.9,9.03,0.63,8.54,0.64,3.61,0.8,0.0,0.0,0.75
Irene Aldana,1.75,135.0,1.73,Orthodox,31.72,1988-03-26,12,5,0,1.75,135.0,1.73,6.85,0.4,5.82,0.34,0.0,0.0,0.14,0.24,0.71
Isaac Vallie-Flagg,1.73,155.0,1.73,Orthodox,36.62,1978-04-08,14,6,1,1.73,155.0,1.73,8.28,0.59,5.97,0.59,0.25,0.12,0.14,0.0,0.67
Isabela de Padua,1.6,125.0,1.63,Orthodox,28.2,1991-09-04,5,2,0,1.6,125.0,1.63,6.0,0.7,6.0,0.7,2.0,0.67,0.67,1.0,0.71
Islam Makhachev,1.78,155.0,1.78,Orthodox,27.86,1991-10-27,18,1,0,1.78,155.0,1.78,4.93,0.69,3.55,0.63,2.96,0.62,0.33,0.3,0.95
Ismail Naurdiev,1.78,170.0,1.88,Orthodox,23.53,1996-08-18,19,4,0,1.78,170.0,1.88,5.8,0.64,3.67,0.53,1.25,0.71,0.38,0.25,0.83
Israel Adesanya,1.93,185.0,2.03,Switch,30.63,1989-07-22,19,0,0,1.93,185.0,2.03,3.66,0.45,3.11,0.42,0.0,0.0,0.08,0.38,1.0
Issei Tamura,1.65,135.0,1.6,Orthodox,29.01,1984-03-12,7,4,0,1.65,135.0,1.6,6.04,0.75,5.31,0.59,0.92,0.25,0.67,0.0,0.64
Iuri Alcantara,1.75,135.0,1.8,Southpaw,38.06,1980-08-04,35,10,0,1.75,135.0,1.8,3.36,0.4,6.19,0.58,1.4,0.43,0.38,1.4,0.78
Ivan Jorge,1.75,155.0,1.85,Orthodox,34.69,1980-11-07,26,5,0,1.75,155.0,1.85,4.35,0.54,3.72,0.46,1.56,0.16,0.25,0.62,0.84
Ivan Menjivar,1.68,145.0,1.63,Orthodox,31.75,1982-05-30,25,12,0,1.68,145.0,1.63,4.38,0.51,4.67,0.48,0.29,0.33,0.56,0.57,0.68
Ivan Salaverry,1.83,185.0,1.83,Orthodox,37.37,1971-01-11,13,8,0,1.83,185.0,1.83,3.21,0.55,1.96,0.43,0.0,0.0,0.62,1.25,0.62
Ivan Serati,1.83,205.0,1.83,Orthodox,24.61,1984-06-07,12,4,0,1.83,205.0,1.83,1.97,0.31,7.88,0.67,0.0,0.0,1.0,0.0,0.75
Izabela Badurek,1.65,115.0,1.65,Orthodox,23.75,1991-07-11,5,3,0,1.65,115.0,1.65,4.9,0.76,4.9,0.76,1.75,0.12,0.12,0.0,0.62
JC Cottrell,1.75,155.0,1.8,Orthodox,27.23,1989-11-04,17,5,0,1.75,155.0,1.8,2.49,0.51,3.92,0.62,0.79,1.0,0.5,0.0,0.77
JJ Aldrich,1.65,125.0,1.7,Southpaw,27.3,1992-09-29,8,4,0,1.65,125.0,1.7,4.29,0.44,5.78,0.42,0.44,0.25,0.27,0.0,0.67
Jacare Souza,1.85,185.0,1.83,Orthodox,39.94,1979-12-07,26,8,0,1.85,185.0,1.83,4.45,0.6,6.46,0.51,0.18,0.06,0.27,0.18,0.76
Jack Hermansson,1.85,185.0,1.96,Orthodox,31.3,1988-06-10,20,5,0,1.85,185.0,1.96,8.0,0.55,7.54,0.55,2.82,0.39,0.35,1.25,0.8
Jack Marshman,1.83,185.0,1.85,Orthodox,29.54,1989-12-19,23,9,0,1.83,185.0,1.85,2.92,0.29,4.89,0.51,0.0,0.0,0.67,0.0,0.72
Jack May,2.03,255.0,2.01,Switch,33.34,1981-04-14,7,2,0,2.03,255.0,2.01,2.74,0.53,6.09,0.74,0.91,0.33,0.57,0.0,0.78
Jack McGlaughlin,0.0,0.0,0.0,Orthodox,7.69,1987-11-05,1,4,0,1.85,219.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Jack Nilson,0.0,0.0,0.0,0,9.11,1988-04-21,2,6,0,1.78,155.0,1.8,2.11,0.87,0.16,0.2,0.0,0.0,0.0,0.0,0.25
Jack Shore,1.73,135.0,1.8,Orthodox,24.64,1995-02-06,12,0,0,1.73,135.0,1.8,6.3,0.58,0.7,0.23,4.67,0.57,0.0,1.17,1.0
Jackie Lee,0.0,0.0,0.0,0,7.38,1989-09-21,0,1,0,1.78,155.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Kilburn,1.75,145.0,1.83,Orthodox,24.44,1995-06-28,8,3,0,1.75,145.0,1.83,0.72,0.67,0.72,0.67,0.0,0.0,0.0,0.0,0.73
Jacob Volkmann,1.75,155.0,1.8,Southpaw,32.41,1980-09-05,15,4,0,1.75,155.0,1.8,3.11,0.59,2.8,0.59,3.37,0.37,0.38,3.06,0.79
Jairzinho Rozenstruik,1.93,242.0,1.98,Orthodox,31.72,1988-03-17,10,0,0,1.93,242.0,1.98,4.58,0.52,4.58,0.52,0.0,0.0,0.33,0.0,1.0
