name,height,weight,reach,age,dob,wins,losses,draws,str_landed_per_min,str_acc,str_absorb_per_min,str_def,td_avg,td_acc,td_def,sub_avg,win_percentage
Joseph Sandoval,1.7,135.0,1.7,25.7,1986-05-11,6,1,0,8.11,0.75,29.73,0.48,0.0,,,0.0,0.86
Josh Barnett,1.91,250.0,1.98,38.82,1977-11-10,34,8,0,8.7,0.75,8.7,0.75,1.16,0.5,0.5,1.16,0.81
Josh Clopton,1.68,145.0,1.73,32.06,1981-07-11,6,1,1,3.8,0.83,9.0,0.83,0.0,,0.29,0.0,0.75
Josh Copeland,1.85,265.0,1.9,32.4,1982-10-20,9,1,0,1.44,0.41,1.44,0.41,0.0,,,0.0,0.9
Josh Culibao,1.78,155.0,1.85,25.75,1994-05-24,8,0,0,1.5,0.4,1.5,0.4,0.0,0.0,0.0,0.0,1.0
Josh Emmett,1.68,145.0,1.78,34.36,1985-03-04,14,2,0,7.47,0.55,2.26,0.15,0.0,,,0.0,0.88
Josh Ferguson,1.65,125.0,1.68,24.16,1988-05-13,7,4,0,2.2,0.42,2.2,0.42,1.0,0.12,0.12,0.0,0.64
Josh Grispi,1.8,145.0,1.88,24.34,1988-10-14,14,4,0,1.27,0.5,1.27,0.5,1.0,0.5,0.5,2.0,0.78
Josh Haynes,1.75,170.0,1.75,29.69,1977-07-30,14,10,0,1.94,0.25,5.55,0.46,1.94,0.25,0.0,0.0,0.58
Josh Hendricks,1.88,235.0,1.88,32.22,1976-08-28,18,6,0,5.88,0.6,5.88,0.6,0.0,,,0.0,0.75
Josh Koscheck,1.78,170.0,1.85,37.3,1977-11-30,18,10,0,1.61,0.29,1.61,0.29,0.0,0.0,0.0,0.0,0.64
Josh Neer,1.8,170.0,1.83,29.92,1983-03-24,33,12,1,4.73,0.44,4.73,0.44,0.0,,,0.0,0.72
Josh Samman,1.91,185.0,2.01,28.33,1988-03-14,11,5,0,2.61,0.49,11.11,0.82,0.0,0.0,1.0,0.0,0.69
Josh Shockley,1.85,155.0,1.88,25.27,1989-11-15,11,3,0,2.27,0.39,2.27,0.39,0.0,0.0,0.0,0.0,0.79
Josh Shockman,1.93,235.0,1.93,25.89,1980-12-29,5,2,0,3.33,0.6,3.33,0.6,0.0,,,0.0,0.71
Josh Stansbury,1.88,205.0,1.88,32.6,1984-11-19,8,4,0,3.7,0.38,3.7,0.38,0.0,0.0,0.0,0.0,0.67
Josh Stuart,1.75,160.0,1.75,15.74,1982-06-16,1,3,0,,,,,,,,,0.25
Josh Thomson,1.78,155.0,1.8,36.81,1978-09-21,20,8,0,2.33,0.34,6.73,0.6,1.0,0.17,0.0,0.0,0.71
Joshua Burkman,1.78,170.0,1.83,37.86,1980-04-10,28,17,0,1.82,0.31,1.82,0.31,0.0,,,0.0,0.62
Joshua Sampo,1.63,125.0,1.63,30.83,1984-07-24,11,4,0,4.8,0.56,4.27,0.5,1.0,0.14,0.5,0.0,0.73
Journey Newson,1.65,135.0,1.7,30.92,1989-03-07,9,1,0,11.11,0.54,11.11,0.54,0.0,,,0.0,0.9
Juan Adams,1.96,265.0,2.03,28.06,1992-01-16,4,3,0,3.54,0.64,5.05,0.67,0.0,,,0.0,0.57
Juan Puig,1.75,145.0,1.83,25.58,1989-04-23,11,3,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.79
Julia Avila,1.7,135.0,1.73,31.15,1988-05-11,6,1,0,4.4,0.46,2.6,0.41,0.0,0.0,0.5,0.0,0.86
Julian Erosa,1.85,145.0,1.88,29.8,1989-07-31,22,8,0,3.89,0.28,6.26,0.46,0.0,,1.0,0.0,0.73
Julian Marquez,1.88,185.0,1.9,27.61,1990-05-08,6,2,0,4.81,0.54,4.81,0.54,0.0,0.0,0.0,5.84,0.75
Julian Sanchez,1.91,300.0,1.91,9.24,1987-06-25,0,0,0,0.0,,10.67,1.0,0.0,,1.0,0.0,
Juliana Lima,1.65,115.0,1.65,35.87,1982-03-15,9,4,0,2.27,0.61,7.6,0.77,1.0,0.5,0.29,0.0,0.69
Julianna Pena,1.68,135.0,1.75,29.9,1989-08-19,9,3,0,7.2,0.68,3.93,0.57,2.0,0.5,0.6,0.0,0.75
Julie Kedzie,1.65,135.0,1.63,32.72,1981-03-18,16,12,0,5.4,0.38,5.4,0.38,0.0,,,0.0,0.57
Julio Arce,1.7,145.0,1.78,30.02,1989-10-27,15,4,0,4.27,0.4,4.27,0.4,1.0,0.33,0.33,0.0,0.79
Julio Paulino,1.83,170.0,1.83,34.81,1975-12-04,17,3,0,2.6,0.55,2.4,0.61,0.0,,0.67,1.0,0.85
Jumabieke Tuerxun,1.7,135.0,1.7,28.56,1986-04-17,17,2,1,2.02,0.4,2.02,0.35,0.0,,,0.0,0.85
Junie Browning,1.75,155.0,1.75,24.89,1984-05-12,4,4,0,0.51,0.33,0.51,0.33,0.0,0.0,0.0,0.0,0.5
Junior Albini,1.91,264.0,1.88,28.29,1991-03-15,13,6,0,6.06,0.47,10.74,0.46,0.0,,,0.0,0.68
Junior Assuncao,1.75,145.0,1.83,30.52,1981-06-24,13,3,0,3.33,0.65,5.8,0.69,3.0,0.17,1.0,0.0,0.81
Junior Dos Santos,1.93,238.0,1.96,35.99,1984-01-30,20,7,0,1.15,0.23,1.15,0.23,0.0,,,0.0,0.74
Junior Hernandez,1.75,135.0,1.75,27.51,1986-07-22,14,5,0,2.67,0.28,2.67,0.28,0.0,,,0.0,0.74
Junyong Park,1.78,185.0,1.85,28.81,1991-02-27,11,3,0,5.53,0.43,3.8,0.34,5.0,0.5,0.0,0.0,0.79
Jussier Formiga,1.65,125.0,1.7,34.92,1985-04-14,23,6,0,4.07,0.75,4.07,0.75,1.0,0.11,0.11,1.0,0.79
Justin Buchholz,1.83,155.0,1.85,26.46,1983-08-22,12,5,0,2.4,0.26,9.73,0.67,0.0,,0.5,1.0,0.71
Justin Edwards,1.78,155.0,1.78,32.36,1983-01-26,8,5,0,4.74,0.4,4.74,0.4,2.0,0.67,0.67,0.0,0.62
Justin Eilers,1.85,235.0,1.85,27.61,1978-06-28,18,7,1,5.63,0.73,5.63,0.73,0.0,,,0.0,0.69
Justin Gaethje,1.8,155.0,1.78,30.83,1988-11-14,21,1,0,9.3,0.66,9.3,0.66,0.0,,,0.0,0.95
Justin James,1.78,155.0,1.78,29.93,1976-11-08,13,6,0,2.89,0.54,2.89,0.54,0.0,,,1.55,0.68
Justin Jones,1.8,185.0,1.98,27.58,1987-09-06,9,1,0,5.87,0.61,5.8,0.69,2.0,0.17,,0.0,0.9
Justin Lawrence,1.73,145.0,1.7,22.24,1990-05-15,5,1,0,3.26,0.35,2.95,0.23,1.53,0.25,,0.0,0.83
Justin Ledet,1.93,205.0,2.03,31.31,1988-09-28,8,3,0,4.0,0.41,4.0,0.41,0.0,,,0.0,0.73
Justin Levens,1.8,185.0,1.8,26.19,1980-04-18,9,7,0,0.45,0.14,0.45,0.14,0.0,0.0,0.0,0.0,0.56
Justin Martin,1.83,185.0,1.83,8.13,1988-12-22,3,3,0,,,,,,,,,0.5
Justin McCully,1.85,225.0,1.85,33.53,1976-02-18,9,5,2,2.33,0.42,5.8,0.78,0.0,,0.73,0.0,0.56
Justin Salas,1.73,155.0,1.78,33.98,1982-03-13,11,7,0,0.44,0.5,0.44,0.5,3.32,1.0,1.0,0.0,0.61
Justin Scoggins,1.7,125.0,1.68,26.2,1992-05-02,10,5,0,2.13,0.37,5.73,0.64,0.0,0.0,0.09,0.0,0.67
Justin Tafa,1.83,264.0,1.88,26.16,1993-12-13,4,0,0,5.05,0.67,5.05,0.67,0.0,,,0.0,1.0
Justin Willis,1.85,264.0,1.98,31.68,1987-07-19,7,2,0,0.6,0.56,0.6,0.56,0.0,,,0.0,0.78
Justin Wren,1.88,265.0,1.88,22.61,1987-04-27,11,1,0,1.13,0.11,1.13,0.11,0.0,0.0,0.0,0.0,0.92
Justine Kish,1.65,125.0,1.63,31.78,1988-04-13,6,2,0,4.4,0.49,3.13,0.28,1.0,1.0,,0.0,0.75
Jutaro Nakao,1.75,170.0,1.75,31.31,1970-11-30,22,17,4,0.53,0.33,15.13,0.94,0.0,,0.5,0.0,0.51
KJ Noons,1.78,155.0,1.83,33.17,1982-12-07,12,7,0,3.0,0.59,3.0,0.59,0.0,,,0.0,0.63
Kai Kara-France,1.63,125.0,1.75,26.91,1993-03-26,20,8,0,5.2,0.3,3.47,0.34,0.0,0.0,0.0,0.0,0.71
Kailin Curran,1.63,115.0,1.65,26.63,1991-04-11,4,5,0,9.27,0.6,7.07,0.48,2.0,0.33,,0.0,0.44
Kajan Johnson,1.8,155.0,1.9,34.4,1984-04-21,23,13,1,3.8,0.42,2.27,0.39,0.0,,0.38,0.0,0.62
Kalib Starnes,1.91,185.0,1.88,33.28,1975-01-06,12,6,1,0.8,0.23,5.6,0.51,1.0,0.33,,0.0,0.63
Kalindra Faria,1.7,125.0,1.7,32.09,1986-07-23,18,7,1,5.45,0.79,5.45,0.79,3.03,1.0,1.0,0.0,0.69
Kamal Shalorus,1.73,155.0,1.73,39.72,1972-08-27,7,2,2,1.2,0.17,6.59,0.65,0.0,0.0,,0.0,0.64
Kamaru Usman,1.83,170.0,1.93,32.59,1987-05-11,15,1,0,7.24,0.49,7.24,0.49,0.0,,,0.0,0.94
Karl Roberson,1.85,185.0,1.88,29.1,1990-10-04,8,2,0,3.07,0.37,2.71,0.4,1.07,0.33,0.0,1.07,0.8
Karlos Vemola,1.83,185.0,1.9,27.93,1985-07-03,10,3,0,7.93,0.63,7.93,0.63,3.84,0.33,0.33,0.0,0.77
Karo Parisyan,1.78,170.0,1.83,28.23,1982-08-28,18,8,0,2.81,0.56,2.81,0.56,0.0,,,0.0,0.69
Karol Rosa,1.65,135.0,1.7,24.67,1994-12-30,11,3,0,11.8,0.49,11.27,0.57,0.0,,0.0,0.0,0.79
Karolina Kowalkiewicz,1.6,115.0,1.63,34.36,1985-10-15,11,6,0,3.4,0.5,10.47,0.62,0.0,0.0,0.83,1.0,0.65
Katlyn Chookagian,1.75,125.0,1.73,31.11,1988-12-28,12,3,0,2.44,0.4,5.16,0.7,0.0,,1.0,0.0,0.8
Katsuhisa Fujii,1.83,205.0,1.83,27.26,1972-08-15,8,17,1,2.68,0.49,3.29,0.44,0.0,,0.33,0.0,0.31
Katsunori Kikuno,1.73,145.0,1.68,33.9,1981-10-31,22,8,2,2.13,1.0,2.13,1.0,0.0,,,0.0,0.69
Kazuhiro Nakamura,1.8,205.0,1.78,28.86,1979-07-16,15,10,0,1.2,0.26,5.8,0.59,0.0,,,0.0,0.6
Kazuki Tokudome,1.8,155.0,1.85,27.55,1987-03-04,11,6,1,1.72,0.43,1.72,0.43,1.98,0.25,0.25,0.0,0.61
Kazula Vargas,1.73,155.0,1.8,34.5,1985-08-15,10,3,0,12.41,0.78,12.41,0.78,3.72,0.5,0.5,0.0,0.77
Kazushi Sakuraba,1.83,185.0,1.83,28.44,1969-07-14,24,16,1,0.0,0.0,4.86,0.6,0.0,0.0,1.0,0.0,0.59
Keigo Kunihara,1.83,235.0,1.83,25.47,1980-04-17,3,1,0,1.66,0.5,3.15,0.53,4.98,0.4,0.0,2.49,0.75
Keiichiro Yamamiya,1.8,185.0,1.8,27.35,1972-07-12,40,26,10,1.36,0.29,1.36,0.29,0.0,,,0.0,0.53
Keita Nakamura,1.8,170.0,1.85,34.91,1984-05-22,34,9,2,3.8,0.52,2.13,0.46,0.0,0.0,0.29,0.0,0.76
Keith Berish,1.83,205.0,1.85,31.07,1985-11-14,5,0,0,4.53,0.39,6.6,0.42,2.0,0.4,,0.0,1.0
Keith Hackney,1.8,200.0,1.8,18.67,1977-04-14,1,2,0,0.38,0.25,4.15,0.73,0.0,,0.5,0.0,0.33
Keith Jardine,1.88,185.0,1.93,34.31,1975-10-31,16,10,2,1.48,0.23,4.52,0.62,0.0,,0.33,0.0,0.57
Keith Mielke,1.73,185.0,1.73,6.77,1989-05-11,0,4,0,,,,,,,,,0.0
Keith Rockel,1.83,185.0,1.83,14.17,1989-09-21,12,3,1,4.89,0.89,4.89,0.89,4.31,0.5,0.5,4.31,0.75
Keith Wisniewski,1.83,170.0,1.9,31.86,1981-10-25,28,12,1,4.4,0.64,4.4,0.64,0.0,0.0,0.0,0.0,0.68
Kelly Dullanty,1.73,155.0,1.73,24.38,1977-11-04,4,1,0,5.72,0.81,4.71,0.7,0.0,,0.33,0.0,0.8
Kelly Faszholz,1.73,135.0,1.7,31.48,1985-04-09,3,1,0,7.53,0.63,4.47,0.56,0.0,0.0,0.67,0.0,0.75
Kelvin Gastelum,1.75,185.0,1.8,28.03,1991-10-24,15,5,0,3.33,0.52,3.33,0.52,1.0,0.25,0.25,0.0,0.75
Ken Shamrock,1.85,205.0,1.83,42.66,1964-02-11,27,15,2,2.94,1.0,15.97,0.73,0.0,,1.0,0.0,0.61
Ken Stone,1.73,135.0,1.8,29.84,1982-10-08,10,4,0,7.14,0.67,7.14,0.67,0.0,,,0.0,0.71
Kenan Song,1.83,170.0,1.8,29.96,1990-03-10,15,5,0,9.01,0.52,9.01,0.52,0.0,,,0.0,0.75
Kendall Grove,1.98,185.0,2.01,28.54,1982-11-12,12,10,0,4.53,0.72,6.0,0.81,1.0,0.33,0.5,0.0,0.55
Kenichi Yamamoto,1.83,170.0,1.83,24.43,1976-07-11,3,10,2,0.43,0.43,4.45,0.72,0.0,0.0,1.0,0.0,0.2
Kennedy Nzechukwu,1.96,205.0,2.11,27.14,1992-06-13,7,0,0,3.33,0.41,3.33,0.41,0.0,,,0.0,1.0
Kenny Florian,1.78,145.0,1.88,35.37,1976-05-26,13,6,0,2.76,0.42,2.76,0.42,0.6,0.05,0.05,0.0,0.68
Kenny Robertson,1.78,170.0,1.88,32.59,1984-02-14,15,4,0,3.0,0.29,2.87,0.54,0.0,,0.33,0.0,0.79
Ketlen Vieira,1.73,135.0,1.73,28.3,1991-08-26,9,1,0,4.12,0.26,4.12,0.26,0.0,,,0.0,0.9
Kevin Aguilar,1.7,145.0,1.85,31.46,1988-09-07,16,3,0,2.69,0.32,8.36,0.76,0.0,,,0.0,0.84
Kevin Burns,1.78,170.0,1.88,29.78,1980-03-03,8,5,0,4.24,0.48,6.46,0.73,0.0,,0.33,0.0,0.62
Kevin Casey,1.8,185.0,1.96,35.2,1981-06-15,9,5,1,3.12,0.53,7.05,0.56,0.0,0.0,,0.0,0.6
Kevin Ferguson,1.88,235.0,1.88,36.24,1974-02-08,4,2,0,1.49,0.47,6.7,0.84,3.19,0.4,,0.0,0.67
Kevin Holland,1.91,185.0,2.06,26.95,1992-11-05,16,4,0,4.29,0.67,4.29,0.67,1.74,1.0,1.0,1.74,0.8
Kevin Jackson,1.78,199.0,1.78,8.42,1989-10-12,2,2,0,3.37,0.8,3.37,0.8,2.89,1.0,1.0,0.0,0.5
Kevin Jordan,1.91,245.0,1.91,34.89,1970-12-31,11,8,0,1.3,0.35,1.3,0.35,0.0,,,0.0,0.58
Kevin Lee,1.75,170.0,1.96,27.52,1992-09-04,18,5,0,5.83,0.61,5.83,0.61,2.87,0.67,0.67,0.0,0.78
Kevin Randleman,1.78,205.0,1.78,30.42,1971-08-10,16,16,0,4.8,0.72,1.6,0.92,1.0,1.0,,0.0,0.5
Kevin Rosier,1.93,275.0,1.93,12.57,1982-05-23,1,5,0,,,,,,,,,0.17
Kevin Souza,1.83,145.0,1.88,31.06,1984-10-17,18,4,0,3.46,0.6,3.46,0.6,0.0,,,0.0,0.82
Khabib Nurmagomedov,1.78,155.0,1.78,30.96,1988-09-20,27,0,0,4.46,0.7,4.46,0.7,8.68,0.88,0.88,2.48,1.0
Khadis Ibragimov,1.91,205.0,1.98,24.47,1995-05-21,8,1,0,4.67,0.56,4.67,0.56,2.0,0.5,0.5,0.0,0.89
Khalid Murtazaliev,1.83,185.0,1.93,25.17,1993-07-15,13,2,0,5.3,0.72,5.3,0.72,7.5,1.0,1.0,0.0,0.87
Khalid Taha,1.65,135.0,1.75,27.64,1992-02-15,14,1,0,5.69,0.58,5.69,0.58,0.0,0.0,0.0,1.15,0.93
Khalil Rountree Jr.,1.85,205.0,1.93,29.59,1990-02-26,9,3,0,1.94,0.42,1.94,0.42,0.0,,,0.0,0.75
Khama Worthy,1.8,155.0,1.88,32.84,1986-10-15,14,6,0,4.94,0.41,4.94,0.41,0.0,,,0.0,0.7
Khaos Williams,1.83,170.0,1.96,25.86,1994-03-30,9,1,0,22.22,0.59,22.22,0.59,0.0,0.0,0.0,0.0,0.9
Kiichi Kunimoto,1.78,170.0,1.8,36.11,1981-05-01,17,7,2,5.6,0.72,6.53,0.68,2.0,0.4,0.67,0.0,0.65
Kimo Leopoldo,1.91,235.0,1.91,36.46,1968-01-05,10,6,1,2.8,0.67,2.8,0.67,0.0,,,0.0,0.59
Klidson Abreu,1.83,205.0,1.88,26.88,1992-12-24,15,3,0,3.13,0.49,5.47,0.52,1.0,0.5,0.0,0.0,0.83
Koji Kitao,2.01,350.0,2.01,32.6,1963-10-12,1,1,0,1.28,0.5,5.13,1.0,19.23,1.0,,0.0,0.5
Koji Oishi,1.73,170.0,1.73,28.01,1977-05-31,21,7,8,1.43,0.09,18.57,0.58,0.0,,,0.0,0.58
Konstantin Erokhin,1.8,230.0,1.85,31.98,1983-01-31,9,2,0,1.53,0.53,8.27,0.77,0.0,,0.31,0.0,0.82
Kris McCray,1.83,170.0,1.93,29.14,1981-09-24,6,2,0,5.96,0.74,5.96,0.74,12.77,1.0,1.0,0.0,0.75
Kristian Rothaermel,1.83,205.0,1.83,34.41,1972-01-31,4,2,0,3.98,0.84,3.48,0.61,0.0,0.0,1.0,0.0,0.67
Kristof Midoux,1.85,220.0,1.85,32.05,1974-07-30,6,9,0,0.34,0.18,0.34,0.18,0.0,,,0.0,0.4
Kron Gracie,1.75,145.0,1.78,31.25,1988-07-11,4,1,0,7.27,0.48,7.27,0.48,0.0,0.0,0.0,0.0,0.8
Krzysztof Jotko,1.85,185.0,1.96,29.94,1989-08-19,20,4,0,6.53,0.54,4.13,0.61,1.0,0.14,0.33,0.0,0.83
Krzysztof Soszynski,1.85,205.0,1.96,34.36,1977-08-02,25,12,1,6.9,0.5,6.9,0.5,0.0,,,0.0,0.66
Kuniyoshi Hironaka,1.78,168.0,1.78,31.84,1976-06-17,19,7,0,3.23,0.44,3.23,0.44,2.11,0.2,0.2,0.0,0.73
Kurt Holobaugh,1.8,155.0,1.78,32.67,1986-09-08,17,6,0,7.2,0.57,7.67,0.72,2.0,0.33,0.67,0.0,0.74
Kurt Pellegrino,1.73,155.0,1.78,31.87,1979-05-07,16,5,0,6.47,0.57,6.47,0.57,1.0,0.17,0.17,0.0,0.76
Kwan Ho Kwak,1.65,135.0,1.78,28.0,1989-06-18,9,1,0,2.41,0.42,4.1,0.37,3.61,1.0,,0.0,0.9
Kyle Bochniak,1.7,145.0,1.78,32.7,1987-02-05,8,4,0,3.47,0.32,10.0,0.52,1.0,0.07,,0.0,0.67
Kyle Bradley,1.75,155.0,1.8,27.4,1982-08-19,15,7,0,2.07,0.48,6.6,0.54,0.0,,0.62,0.0,0.68
Kyle Kingsbury,1.93,205.0,1.93,32.35,1982-03-22,10,6,0,1.47,0.26,7.67,0.65,0.0,0.0,0.59,0.0,0.62
Kyle Nelson,1.8,155.0,1.8,28.42,1991-04-20,13,2,0,7.5,0.75,4.38,0.64,0.0,0.0,,0.0,0.87
Kyle Noke,1.85,170.0,1.93,36.69,1980-03-18,21,10,1,2.93,0.54,3.8,0.5,0.0,,0.75,0.0,0.66
Kyle Prepolec,1.78,170.0,1.78,30.04,1989-08-30,12,6,0,3.07,0.37,3.07,0.37,0.0,0.0,0.0,0.0,0.67
Kyle Stewart,1.83,170.0,1.93,30.48,1989-01-31,11,2,0,4.53,0.57,4.53,0.57,0.0,0.0,0.0,0.0,0.85
Kyle Watson,1.83,155.0,1.83,31.72,1979-08-09,13,6,1,2.18,0.18,2.18,0.18,0.0,0.0,0.0,0.0,0.65
Kyler Phillips,1.73,135.0,1.83,24.72,1995-06-12,6,1,0,7.47,0.57,7.47,0.57,2.0,0.5,0.5,1.0,0.86
Kyoji Horiguchi,1.65,125.0,1.68,26.11,1990-10-12,17,2,0,7.67,0.71,7.67,0.71,4.0,0.44,0.44,0.0,0.89
Kyung Ho Kang,1.75,135.0,1.85,32.28,1987-09-09,17,8,0,7.2,0.71,7.6,0.77,3.0,0.43,,0.0,0.68
Lance Benoist,1.8,170.0,1.85,25.78,1988-08-26,6,2,0,5.4,0.6,5.4,0.6,2.0,0.29,0.29,0.0,0.75
Lance Gibson,1.75,185.0,1.75,30.07,1970-11-20,3,5,0,3.62,0.86,3.62,0.86,0.0,,,0.0,0.38
Lando Vannata,1.75,155.0,1.8,27.92,1992-03-14,11,3,2,6.67,0.53,4.53,0.35,0.0,0.0,0.0,0.0,0.69
Lara Procopio,1.63,135.0,1.7,23.8,1995-11-14,6,0,0,11.27,0.57,11.27,0.57,0.0,0.0,0.0,0.0,1.0
Larissa Pacheco,1.7,135.0,1.75,20.52,1994-09-07,10,1,0,1.85,0.2,1.85,0.2,0.0,,,0.0,0.91
Larry Cureton,1.88,240.0,1.88,10.54,1985-02-21,0,1,0,3.25,0.79,0.59,1.0,0.0,,1.0,4.44,0.0
Laureano Staropoli,1.85,170.0,1.8,26.66,1993-02-27,8,2,0,3.2,0.33,4.27,0.48,0.0,0.0,0.6,0.0,0.8
Lauren Mueller,1.65,125.0,1.7,27.91,1991-11-15,4,3,0,4.0,0.39,4.0,0.39,1.0,1.0,1.0,0.0,0.57
Lauren Murphy,1.65,125.0,1.7,36.54,1983-07-27,12,3,0,7.13,0.47,7.13,0.47,2.0,0.5,0.5,0.0,0.8
Lavar Johnson,1.93,240.0,2.08,35.71,1977-06-11,16,7,0,11.33,0.8,11.33,0.8,1.0,1.0,1.0,0.0,0.7
Laverne Clark,1.8,170.0,1.8,26.81,1973-12-02,26,19,1,0.85,0.5,0.85,0.5,0.0,,,0.0,0.57
Leandro Issa,1.7,135.0,1.75,32.96,1983-09-19,13,5,0,1.53,0.34,5.6,0.5,3.0,0.21,,0.0,0.72
Leandro Silva,1.75,155.0,1.83,30.81,1985-11-11,19,3,1,2.67,0.42,3.27,0.44,0.0,0.0,0.2,0.0,0.83
Lee Murray,1.91,185.0,1.91,26.39,1977-09-12,7,2,1,1.14,0.5,1.14,0.5,0.0,,,17.14,0.7
Leigh Remedios,1.7,155.0,1.7,26.5,1976-01-13,17,8,2,4.83,0.76,4.83,0.76,0.0,,,0.0,0.63
Leo Kuntz,1.78,155.0,1.88,32.15,1983-10-03,17,2,1,4.93,0.54,4.53,0.55,3.0,0.25,1.0,1.0,0.85
Leon Edwards,1.88,170.0,1.88,27.9,1991-08-25,18,2,0,4.52,0.46,5.16,0.59,1.8,0.3,0.0,0.0,0.9
Leonard Garcia,1.78,145.0,1.75,33.79,1979-07-14,19,10,1,2.0,0.33,2.0,0.33,0.0,,,0.0,0.63
Leonardo Augusto Leleco,1.83,185.0,1.85,34.43,1982-04-15,11,2,0,1.02,0.58,1.02,0.58,0.0,,,2.03,0.85
Leonardo Mafra,1.78,155.0,1.78,26.23,1989-04-25,12,2,0,9.6,0.59,7.6,0.46,0.0,,,0.0,0.86
Leonardo Morales,1.73,135.0,1.73,22.45,1992-12-22,5,1,0,1.17,0.75,1.17,0.75,0.0,,,0.0,0.83
Leonardo Santos,1.83,155.0,1.9,39.32,1980-02-05,16,4,1,5.26,0.75,0.88,0.18,0.0,,,0.0,0.76
Lerone Murphy,1.75,145.0,1.85,28.13,1991-07-22,8,0,0,4.33,0.56,1.87,0.41,0.0,,0.75,2.0,1.0
Leslie Smith,1.75,135.0,1.68,34.91,1982-08-17,10,6,1,14.47,0.55,14.47,0.55,0.0,,,0.0,0.59
Levan Makashvili,1.73,145.0,1.73,27.06,1989-01-07,9,2,1,6.8,0.67,6.8,0.67,2.0,0.4,0.4,0.0,0.75
Lewis Gonzalez,1.78,170.0,1.85,27.77,1987-09-19,10,1,0,3.53,0.57,3.53,0.57,2.0,0.33,0.33,0.0,0.91
Liana Jojua,1.63,135.0,1.57,24.46,1995-03-22,7,2,0,3.62,0.58,10.46,0.68,2.41,0.67,,0.0,0.78
Lina Lansberg,1.7,135.0,1.65,37.87,1982-03-13,10,4,0,2.4,0.71,4.13,0.74,0.0,,0.6,0.0,0.71
Lipeng Zhang,1.8,155.0,1.8,25.18,1990-03-10,8,9,1,3.4,0.63,3.4,0.63,1.0,0.5,0.5,0.0,0.44
Lisa Ellis,1.63,115.0,1.57,32.48,1982-11-15,15,9,0,1.93,0.44,1.93,0.44,3.61,0.33,0.33,0.0,0.62
Liu Pingyuan,1.68,135.0,1.83,26.85,1993-02-13,12,7,0,7.6,0.77,7.6,0.77,0.0,,,0.0,0.63
Livinha Souza,1.6,115.0,1.6,28.34,1991-03-11,12,2,0,2.0,0.41,2.0,0.41,2.0,0.67,0.67,0.0,0.86
Liz Carmouche,1.68,125.0,1.68,35.47,1984-02-19,13,6,0,5.28,0.69,3.36,0.53,0.0,0.0,1.0,0.0,0.68
Logan Clark,1.88,185.0,1.88,21.82,1985-02-16,14,5,0,12.2,0.84,3.0,0.7,0.0,,0.6,2.0,0.74
Loma Lookboonmee,1.55,115.0,1.55,24.1,1996-01-18,3,2,0,4.53,0.44,4.53,0.44,1.0,1.0,1.0,0.0,0.6
Lorenz Larkin,1.8,170.0,1.83,29.96,1986-09-03,18,4,0,8.23,0.68,3.15,0.45,0.0,,0.0,0.0,0.82
Louis Gaudinot,1.6,125.0,1.6,30.35,1984-08-28,5,4,0,1.93,0.31,1.93,0.31,0.0,0.0,0.0,2.0,0.56
Louis Smolka,1.75,135.0,1.73,28.16,1991-07-16,15,6,0,12.71,0.52,6.57,0.38,0.0,,,0.0,0.71
Lowell Anderson,1.68,160.0,1.68,18.9,1980-10-30,0,0,0,1.66,0.41,1.66,0.41,0.0,0.0,0.0,0.0,
Luan Chagas,1.83,170.0,1.9,24.84,1993-06-17,15,3,0,4.04,0.53,7.95,0.65,0.0,0.0,1.0,0.0,0.83
Luana Carolina,1.68,125.0,1.75,25.91,1993-06-11,5,1,0,8.4,0.5,4.6,0.46,0.0,,0.0,3.0,0.83
Lucas Martins,1.83,145.0,1.83,27.41,1988-11-11,16,2,0,2.07,0.35,6.0,0.57,0.0,,0.25,0.0,0.89
Lucie Pudilova,1.73,125.0,1.7,25.62,1994-06-13,8,5,0,3.13,0.28,3.13,0.28,0.0,,,0.0,0.62
Lucio Linhares,1.88,185.0,1.88,36.31,1973-12-08,15,6,0,1.16,0.2,7.33,0.71,0.0,0.0,,0.0,0.71
Luigi Fioravanti,1.73,170.0,1.78,28.04,1981-01-22,22,10,0,2.8,0.54,2.8,0.54,0.0,0.0,0.0,0.0,0.69
Luigi Vendramini,1.73,170.0,1.73,22.68,1996-01-16,8,0,0,1.11,0.33,1.11,0.33,0.0,0.0,0.0,2.37,1.0
Luis Henrique,1.88,243.0,1.88,25.09,1993-08-21,10,4,0,3.2,0.62,3.33,0.5,4.0,0.36,,1.0,0.71
Luis Pena,1.91,155.0,1.9,26.65,1993-07-05,8,1,0,3.87,0.61,6.53,0.64,0.0,0.0,1.0,1.0,0.89
Luis Ramos,1.73,170.0,1.73,31.43,1981-01-18,19,7,2,2.79,0.36,7.93,0.67,1.61,0.2,0.0,0.0,0.68
Luiz Cane,1.88,185.0,1.96,31.47,1981-04-24,12,4,0,4.27,0.45,4.27,0.45,1.0,0.33,0.33,1.0,0.75
Luiz Dutra,1.8,170.0,1.8,33.07,1982-05-06,11,3,1,5.63,0.54,5.23,0.62,0.0,0.0,0.0,0.0,0.73
